/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/center_2017_03_31_17_37_40_987.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/left_2017_03_31_17_37_40_987.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/right_2017_03_31_17_37_40_987.jpg,0,0,0,15.49928
/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/center_2017_03_31_17_37_41_053.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/left_2017_03_31_17_37_41_053.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/right_2017_03_31_17_37_41_053.jpg,0,0,0,15.37324
/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/center_2017_03_31_17_37_41_120.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/left_2017_03_31_17_37_41_120.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/right_2017_03_31_17_37_41_120.jpg,0,0,0,15.8126
/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/center_2017_03_31_17_37_41_187.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/left_2017_03_31_17_37_41_187.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/right_2017_03_31_17_37_41_187.jpg,0,0,0,15.18766
/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/center_2017_03_31_17_37_41_255.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/left_2017_03_31_17_37_41_255.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/right_2017_03_31_17_37_41_255.jpg,0,0,0,15.03343
/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/center_2017_03_31_17_37_41_323.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/left_2017_03_31_17_37_41_323.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/right_2017_03_31_17_37_41_323.jpg,0,0,0,15.49119
/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/center_2017_03_31_17_37_41_391.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/left_2017_03_31_17_37_41_391.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/right_2017_03_31_17_37_41_391.jpg,0,0,0,15.35829
/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/center_2017_03_31_17_37_41_458.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/left_2017_03_31_17_37_41_458.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/right_2017_03_31_17_37_41_458.jpg,-0.1,0,0,14.72022
/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/center_2017_03_31_17_37_41_526.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/left_2017_03_31_17_37_41_526.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/right_2017_03_31_17_37_41_526.jpg,-0.25,0,0,15.1251
/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/center_2017_03_31_17_37_41_593.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/left_2017_03_31_17_37_41_593.jpg,/home/ssarangi/dev/udacity/self_driving_cars/behavior_cloning/data/track1/IMG/right_2017_03_31_17_37_41_593.jpg,-0.45,0,0,14.93193
